DATE,SALES,CUMULATIVE_SALES_ALL,HOLIDAY,Year,Month,DayOfWeek,YearMonth,IPC_VALUE,A,FA,FM,C,CR
2015-09-25,14913498.132,3026618803.2099996,False,2015,9,4,2015-09,1.8,1517,1,0,25,2
2015-09-26,18254222.78399999,3044873025.9939995,False,2015,9,5,2015-09,1.8,1542,0,0,1,2
2015-09-27,41258.76799999998,3044914284.7619996,False,2015,9,6,2015-09,1.8,0,2,0,1540,3
2015-09-28,12928679.514,3057842964.2759995,False,2015,9,0,2015-09,1.8,1533,0,1,8,3
2015-09-29,11632947.221999995,3069475911.4979997,False,2015,9,1,2015-09,1.8,1510,0,0,34,3
2015-09-30,11717661.670000002,3081193573.1679997,False,2015,9,2,2015-09,1.8,1543,0,0,1,3
2015-10-01,12521536.459999992,3093715109.628,False,2015,10,3,2015-10,1.9,1542,0,0,2,3
2015-10-02,15734489.21599999,3109449598.844,False,2015,10,4,2015-10,1.9,1534,0,0,10,3
2015-10-03,19928679.090000004,3129378277.934,False,2015,10,5,2015-10,1.9,1543,0,1,0,3
2015-10-04,49215.28999999998,3129427493.224,False,2015,10,6,2015-10,1.9,0,2,0,1541,4
2015-10-05,12956160.301999994,3142383653.526,False,2015,10,0,2015-10,1.9,1527,0,0,16,4
2015-10-06,11760412.22,3154144065.746,False,2015,10,1,2015-10,1.9,1543,0,0,1,3
2015-10-07,10843091.351999998,3164987157.0979996,False,2015,10,2,2015-10,1.9,1507,0,0,37,3
2015-10-08,12796291.943999998,3177783449.0419993,False,2015,10,3,2015-10,1.9,1543,0,0,1,3
2015-10-09,12894097.135999992,3190677546.1779995,False,2015,10,4,2015-10,1.9,1229,0,0,316,2
2015-10-10,21348854.906000003,3212026401.0839996,False,2015,10,5,2015-10,1.9,1542,0,3,0,2
2015-10-11,47757.95999999999,3212074159.0439997,False,2015,10,6,2015-10,1.9,0,2,0,1543,2
2015-10-12,1133322.062,3213207481.1059995,False,2015,10,0,2015-10,1.9,0,23,203,1319,2
2015-10-13,14613321.693999998,3227820802.799999,False,2015,10,1,2015-10,1.9,1537,0,1,7,2
2015-10-14,11720750.409999996,3239541553.209999,False,2015,10,2,2015-10,1.9,1545,0,0,0,2
2015-10-15,11028349.652000004,3250569902.861999,False,2015,10,3,2015-10,1.9,1539,0,0,6,2
2015-10-16,14404257.567999989,3264974160.429999,False,2015,10,4,2015-10,1.9,1543,0,0,2,2
2015-10-17,18520895.415999994,3283495055.845999,False,2015,10,5,2015-10,1.9,1545,0,0,0,2
2015-10-18,43049.22,3283538105.0659986,False,2015,10,6,2015-10,1.9,0,2,0,1542,3
2015-10-19,11845722.302,3295383827.3679986,False,2015,10,0,2015-10,1.9,1521,0,0,23,3
2015-10-20,10637292.541999988,3306021119.9099984,False,2015,10,1,2015-10,1.9,1544,0,0,0,3
2015-10-21,10055770.395999998,3316076890.3059983,False,2015,10,2,2015-10,1.9,1543,0,0,1,3
2015-10-22,10450114.759999998,3326527005.0659986,False,2015,10,3,2015-10,1.9,1542,0,0,3,3
2015-10-23,14269878.535999998,3340796883.6019983,False,2015,10,4,2015-10,1.9,1547,0,0,0,3
2015-10-24,17946004.58399999,3358742888.1859984,False,2015,10,5,2015-10,1.9,1532,0,0,15,3
2015-10-25,45539.735999999975,3358788427.9219985,False,2015,10,6,2015-10,1.9,0,2,0,1544,4
2015-10-26,13022551.576000003,3371810979.4979987,False,2015,10,0,2015-10,1.9,1542,0,0,4,4
2015-10-27,11239061.423999997,3383050040.9219985,False,2015,10,1,2015-10,1.9,1546,0,0,0,4
2015-10-28,10709577.931999996,3393759618.8539987,False,2015,10,2,2015-10,1.9,1546,0,0,0,4
2015-10-29,11453867.714000002,3405213486.567999,False,2015,10,3,2015-10,1.9,1539,0,0,7,4
2015-10-30,15996612.667999998,3421210099.235999,False,2015,10,4,2015-10,1.9,1546,0,0,2,4
2015-10-31,20630501.261999995,3441840600.497999,False,2015,10,5,2015-10,1.9,1548,0,0,0,4
2015-11-01,114334.15599999996,3441954934.6539993,False,2015,11,6,2015-11,1.7,0,10,0,1538,4
2015-11-02,8028522.329999998,3449983456.9839993,False,2015,11,0,2015-11,1.7,860,16,166,506,4
2015-11-03,13676291.467999997,3463659748.451999,False,2015,11,1,2015-11,1.7,1548,0,0,0,4
2015-11-04,11609521.511999996,3475269269.9639993,False,2015,11,2,2015-11,1.7,1548,0,0,0,4
2015-11-05,11442959.71,3486712229.6739993,False,2015,11,3,2015-11,1.7,1548,0,0,0,4
2015-11-06,14877959.363999993,3501590189.037999,False,2015,11,4,2015-11,1.7,1550,0,0,0,3
2015-11-07,19034964.643999994,3520625153.681999,False,2015,11,5,2015-11,1.7,1550,0,0,0,3
2015-11-08,45407.32799999998,3520670561.0099993,False,2015,11,6,2015-11,1.7,0,2,0,1548,3
2015-11-09,11572807.097999996,3532243368.1079993,False,2015,11,0,2015-11,1.7,1481,0,4,66,2
2015-11-10,11555112.725999996,3543798480.833999,False,2015,11,1,2015-11,1.7,1546,0,0,6,2
2015-11-11,10483683.481999991,3554282164.315999,False,2015,11,2,2015-11,1.7,1543,0,0,9,2
2015-11-12,10747536.871999994,3565029701.1879992,False,2015,11,3,2015-11,1.7,1553,0,0,0,2
2015-11-13,14430738.994000005,3579460440.181999,False,2015,11,4,2015-11,1.7,1551,0,0,2,2
2015-11-14,18221134.25999999,3597681574.4419994,False,2015,11,5,2015-11,1.7,1553,0,0,0,2
2015-11-15,42569.46999999997,3597724143.911999,False,2015,11,6,2015-11,1.7,0,2,0,1550,2
2015-11-16,11770128.992,3609494272.9039993,False,2015,11,0,2015-11,1.7,1550,0,0,3,2
2015-11-17,10537695.202,3620031968.1059995,False,2015,11,1,2015-11,1.7,1547,0,0,7,1
2015-11-18,9913310.509999998,3629945278.6159997,False,2015,11,2,2015-11,1.7,1552,0,0,2,1
2015-11-19,10353519.556000002,3640298798.172,False,2015,11,3,2015-11,1.7,1551,0,0,3,1
2015-11-20,14219067.057999998,3654517865.23,False,2015,11,4,2015-11,1.7,1554,0,0,0,1
2015-11-21,18113778.978,3672631644.208,False,2015,11,5,2015-11,1.7,1554,0,0,0,1
2015-11-22,43597.08799999999,3672675241.296,False,2015,11,6,2015-11,1.7,0,2,0,1550,1
2015-11-23,11520836.61,3684196077.906,False,2015,11,0,2015-11,1.7,1548,0,0,6,1
2015-11-24,10267798.824,3694463876.73,False,2015,11,1,2015-11,1.7,1554,0,0,1,1
2015-11-25,11122075.789999992,3705585952.52,False,2015,11,2,2015-11,1.7,1545,0,0,10,1
2015-11-26,11805223.495999992,3717391176.016,False,2015,11,3,2015-11,1.7,1558,0,0,0,1
2015-11-27,15230717.945999997,3732621893.962,False,2015,11,4,2015-11,1.7,1563,0,0,0,0
2015-11-28,20265861.89999999,3752887755.862,False,2015,11,5,2015-11,1.7,1563,0,0,0,0
2015-11-29,77345.69199999998,3752965101.554,False,2015,11,6,2015-11,1.7,0,6,0,1556,0
2015-11-30,13607772.254,3766572873.808,False,2015,11,0,2015-11,1.7,1554,0,0,9,0
2015-12-01,13020005.475999996,3779592879.284,False,2015,12,1,2015-12,1.8,1563,0,0,0,0
2015-12-02,12158195.393999994,3791751074.678,False,2015,12,2,2015-12,1.8,1563,0,0,0,0
2015-12-03,12472874.585999995,3804223949.264,False,2015,12,3,2015-12,1.8,1557,0,0,10,0
2015-12-04,16960839.104000002,3821184788.368,False,2015,12,4,2015-12,1.8,1565,0,0,4,0
2015-12-05,21587820.264,3842772608.632,False,2015,12,5,2015-12,1.8,1569,0,0,0,0
2015-12-06,679299.4239999996,3843451908.0559998,False,2015,12,6,2015-12,1.8,0,13,143,1413,0
2015-12-07,11388356.191999994,3854840264.2479997,False,2015,12,0,2015-12,1.8,567,30,802,170,0
2015-12-08,185276.9839999999,3855025541.232,False,2015,12,1,2015-12,1.8,0,7,24,1538,0
2015-12-09,15160615.147999994,3870186156.3799996,False,2015,12,2,2015-12,1.8,1568,0,0,1,0
2015-12-10,13292710.762000002,3883478867.1419997,False,2015,12,3,2015-12,1.8,1565,0,0,4,0
2015-12-11,15603608.057999998,3899082475.2,False,2015,12,4,2015-12,1.8,1572,0,0,0,0
2015-12-12,19606378.24000001,3918688853.4399996,False,2015,12,5,2015-12,1.8,1572,0,0,0,0
2015-12-13,103412.934,3918792266.3739996,False,2015,12,6,2015-12,1.8,0,11,0,1561,0
2015-12-14,12843275.891999995,3931635542.266,False,2015,12,0,2015-12,1.8,1570,0,0,2,0
2015-12-15,11806955.651999995,3943442497.9179997,False,2015,12,1,2015-12,1.8,1574,0,0,0,0
2015-12-16,11620386.78199999,3955062884.7,False,2015,12,2,2015-12,1.8,1574,0,0,0,0
2015-12-17,12093289.933999993,3967156174.634,False,2015,12,3,2015-12,1.8,1574,0,0,0,0
2015-12-18,15274899.111999996,3982431073.746,False,2015,12,4,2015-12,1.8,1574,0,0,0,0
2015-12-19,20507055.897999987,4002938129.6439996,False,2015,12,5,2015-12,1.8,1574,0,0,0,0
2015-12-20,189171.0819999999,4003127300.7259994,False,2015,12,6,2015-12,1.8,0,14,9,1551,0
2015-12-21,16142249.478,4019269550.2039995,False,2015,12,0,2015-12,1.8,1572,0,0,2,0
2015-12-22,17588470.299999997,4036858020.5039997,False,2015,12,1,2015-12,1.8,1574,0,0,0,0
2015-12-23,23548247.00999999,4060406267.514,False,2015,12,2,2015-12,1.8,1574,0,0,0,0
2015-12-24,19770909.71800001,4080177177.232,False,2015,12,3,2015-12,1.8,1574,0,0,0,0
2015-12-25,0.0,4080177177.232,True,2015,12,4,2015-12,1.8,0,0,0,1574,0
2015-12-26,12669795.198,4092846972.43,False,2015,12,5,2015-12,1.8,1286,1,6,281,0
2015-12-27,384555.372,4093231527.802,False,2015,12,6,2015-12,1.8,0,16,60,1498,0
2015-12-28,15519391.637999997,4108750919.44,False,2015,12,0,2015-12,1.8,1573,0,0,1,0
2015-12-29,16070069.926,4124820989.366,False,2015,12,1,2015-12,1.8,1565,0,0,9,0
2015-12-30,21692823.10599999,4146513812.472,False,2015,12,2,2015-12,1.8,1574,0,0,0,0
2015-12-31,19144366.352,4165658178.8240004,False,2015,12,3,2015-12,1.8,1574,0,0,0,0
2016-01-01,2870.8059999999987,4165661049.6300006,False,2016,1,4,2016-01,2.1,0,0,0,1574,0
2016-01-02,16286039.251999997,4181947088.8820004,False,2016,1,5,2016-01,2.1,1561,0,0,13,0
2016-01-03,112850.78799999994,4182059939.6700006,False,2016,1,6,2016-01,2.1,0,11,0,1563,0
2016-01-04,16077973.139999991,4198137912.8100004,False,2016,1,0,2016-01,2.1,1574,0,0,0,0
2016-01-05,16749306.363999993,4214887219.1740003,False,2016,1,1,2016-01,2.1,1574,0,0,0,0
2016-01-06,0.0,4214887219.1740003,True,2016,1,2,2016-01,2.1,0,0,0,1574,0
2016-01-07,13899585.041999996,4228786804.216,False,2016,1,3,2016-01,2.1,1572,0,0,2,0
2016-01-08,15163108.997999996,4243949913.214,False,2016,1,4,2016-01,2.1,1574,0,0,0,0
2016-01-09,19142469.603999987,4263092382.8180003,False,2016,1,5,2016-01,2.1,1574,0,0,0,0
2016-01-10,60441.652,4263152824.4700003,False,2016,1,6,2016-01,2.1,0,6,0,1568,0
2016-01-11,13701751.134000003,4276854575.604,False,2016,1,0,2016-01,2.1,1574,0,0,0,0
2016-01-12,11561148.044,4288415723.6480002,False,2016,1,1,2016-01,2.1,1574,0,0,0,0
2016-01-13,10498718.107999995,4298914441.7560005,False,2016,1,2,2016-01,2.1,1574,0,0,0,0
2016-01-14,10625696.144,4309540137.900001,False,2016,1,3,2016-01,2.1,1573,0,0,1,0
2016-01-15,14259384.887999997,4323799522.788,False,2016,1,4,2016-01,2.1,1573,0,0,1,0
2016-01-16,18413654.67400001,4342213177.462,False,2016,1,5,2016-01,2.1,1574,0,0,0,0
2016-01-17,28840.979999999996,4342242018.441999,False,2016,1,6,2016-01,2.1,0,1,0,1573,0
2016-01-18,12091240.05799999,4354333258.499999,False,2016,1,0,2016-01,2.1,1569,0,0,5,0
2016-01-19,10702581.272,4365035839.771999,False,2016,1,1,2016-01,2.1,1574,0,0,0,0
2016-01-20,9659631.762000002,4374695471.533999,False,2016,1,2,2016-01,2.1,1515,0,0,59,0
2016-01-21,10649307.531999998,4385344779.065999,False,2016,1,3,2016-01,2.1,1575,0,0,0,0
2016-01-22,13559487.919999994,4398904266.985999,False,2016,1,4,2016-01,2.1,1499,0,0,76,0
2016-01-23,17860572.44399999,4416764839.429999,False,2016,1,5,2016-01,2.1,1569,0,0,6,0
2016-01-24,27902.758,4416792742.188,False,2016,1,6,2016-01,2.1,0,1,0,1573,1
2016-01-25,12404515.234000005,4429197257.422,False,2016,1,0,2016-01,2.1,1568,0,0,6,1
2016-01-26,11139148.806000002,4440336406.228,False,2016,1,1,2016-01,2.1,1574,0,0,0,1
2016-01-27,10356280.15,4450692686.377999,False,2016,1,2,2016-01,2.1,1574,0,0,0,1
2016-01-28,10930603.855999991,4461623290.233999,False,2016,1,3,2016-01,2.1,1571,0,0,4,1
2016-01-29,15010585.203999996,4476633875.438,False,2016,1,4,2016-01,2.1,1553,0,0,22,1
2016-01-30,19550678.558,4496184553.995999,False,2016,1,5,2016-01,2.1,1574,0,0,1,1
2016-01-31,32794.992,4496217348.987999,False,2016,1,6,2016-01,2.1,0,1,0,1574,1
2016-02-01,13263817.299999995,4509481166.287999,False,2016,2,0,2016-02,1.3,1573,0,0,2,1
2016-02-02,11401720.413999995,4520882886.701999,False,2016,2,1,2016-02,1.3,1521,0,0,54,1
2016-02-03,11069691.588,4531952578.289999,False,2016,2,2,2016-02,1.3,1564,0,0,11,1
2016-02-04,11309835.177999996,4543262413.467999,False,2016,2,3,2016-02,1.3,1571,0,0,4,1
2016-02-05,14666596.475999989,4557929009.943999,False,2016,2,4,2016-02,1.3,1573,0,1,1,1
2016-02-06,18830753.753999993,4576759763.697999,False,2016,2,5,2016-02,1.3,1573,0,1,1,1
2016-02-07,29361.441999999995,4576789125.139999,False,2016,2,6,2016-02,1.3,0,1,0,1573,2
2016-02-08,12498795.751999997,4589287920.891999,False,2016,2,0,2016-02,1.3,1563,0,1,10,2
2016-02-09,10316552.555999994,4599604473.447999,False,2016,2,1,2016-02,1.3,1472,0,3,99,2
2016-02-10,11226740.224,4610831213.671999,False,2016,2,2,2016-02,1.3,1563,0,0,11,2
2016-02-11,11417267.904,4622248481.575999,False,2016,2,3,2016-02,1.3,1570,0,0,4,2
2016-02-12,14401301.104000002,4636649782.679999,False,2016,2,4,2016-02,1.3,1517,0,0,57,2
2016-02-13,18728486.77399999,4655378269.4539995,False,2016,2,5,2016-02,1.3,1572,1,1,0,2
2016-02-14,24168.271999999997,4655402437.726,False,2016,2,6,2016-02,1.3,0,1,0,1573,2
2016-02-15,11917057.023999996,4667319494.75,False,2016,2,0,2016-02,1.3,1574,0,0,0,2
2016-02-16,10798577.27799999,4678118072.028,False,2016,2,1,2016-02,1.3,1574,0,0,0,2
2016-02-17,10115653.055999994,4688233725.084,False,2016,2,2,2016-02,1.3,1574,0,0,0,2
2016-02-18,10608307.179999992,4698842032.264,False,2016,2,3,2016-02,1.3,1574,0,0,0,2
2016-02-19,14332899.23799999,4713174931.502,False,2016,2,4,2016-02,1.3,1574,0,0,0,2
2016-02-20,17879894.450000003,4731054825.952,False,2016,2,5,2016-02,1.3,1574,0,0,0,2
2016-02-21,27085.047999999995,4731081911.0,False,2016,2,6,2016-02,1.3,0,1,0,1573,2
2016-02-22,11762770.137999997,4742844681.138,False,2016,2,0,2016-02,1.3,1571,0,0,3,2
2016-02-23,10431522.46599999,4753276203.603999,False,2016,2,1,2016-02,1.3,1574,0,0,0,2
2016-02-24,9939537.751999997,4763215741.355999,False,2016,2,2,2016-02,1.3,1574,0,0,0,2
2016-02-25,11839939.096,4775055680.451999,False,2016,2,3,2016-02,1.3,1574,0,0,0,2
2016-02-26,16213656.747999996,4791269337.199999,False,2016,2,4,2016-02,1.3,1571,0,0,3,2
2016-02-27,20198508.52399999,4811467845.723999,False,2016,2,5,2016-02,1.3,1574,0,0,0,2
2016-02-28,33672.66199999998,4811501518.385999,False,2016,2,6,2016-02,1.3,0,1,0,1572,2
2016-02-29,10781510.715999998,4822283029.101998,False,2016,2,0,2016-02,1.3,1210,8,87,269,2
2016-03-01,12635855.242,4834918884.343998,False,2016,3,1,2016-03,1.7,1526,0,0,48,2
2016-03-02,11799283.401999995,4846718167.745998,False,2016,3,2,2016-03,1.7,1574,0,0,0,2
2016-03-03,11915170.127999991,4858633337.873999,False,2016,3,3,2016-03,1.7,1569,0,0,5,2
2016-03-04,15585011.023999996,4874218348.897999,False,2016,3,4,2016-03,1.7,1575,0,0,0,2
2016-03-05,19493406.582,4893711755.479999,False,2016,3,5,2016-03,1.7,1554,0,0,21,2
2016-03-06,29904.98199999999,4893741660.461999,False,2016,3,6,2016-03,1.7,0,1,0,1574,2
2016-03-07,12646080.618,4906387741.079999,False,2016,3,0,2016-03,1.7,1575,0,0,1,1
2016-03-08,11136408.128,4917524149.207999,False,2016,3,1,2016-03,1.7,1576,0,0,0,1
2016-03-09,10390619.50599999,4927914768.713999,False,2016,3,2,2016-03,1.7,1570,0,0,6,1
2016-03-10,11463880.011999996,4939378648.725999,False,2016,3,3,2016-03,1.7,1576,0,0,0,1
2016-03-11,14811080.645999998,4954189729.371999,False,2016,3,4,2016-03,1.7,1575,0,0,2,0
2016-03-12,18443495.041999996,4972633224.413999,False,2016,3,5,2016-03,1.7,1577,0,0,0,0
2016-03-13,28485.182,4972661709.595999,False,2016,3,6,2016-03,1.7,0,1,0,1576,0
2016-03-14,12038664.255999995,4984700373.851998,False,2016,3,0,2016-03,1.7,1577,0,0,0,0
2016-03-15,10933705.512000002,4995634079.363998,False,2016,3,1,2016-03,1.7,1577,0,0,0,0
2016-03-16,10496556.188,5006130635.551998,False,2016,3,2,2016-03,1.7,1577,0,0,0,0
2016-03-17,11499030.702,5017629666.253998,False,2016,3,3,2016-03,1.7,1578,0,0,0,0
2016-03-18,15914817.457999997,5033544483.711998,False,2016,3,4,2016-03,1.7,1558,1,5,15,0
2016-03-19,15674825.665999994,5049219309.377998,False,2016,3,5,2016-03,1.7,1212,42,93,232,0
2016-03-20,34068.195999999996,5049253377.573998,False,2016,3,6,2016-03,1.7,0,1,2,1575,0
2016-03-21,13872555.30399999,5063125932.877998,False,2016,3,0,2016-03,1.7,1578,0,0,1,0
2016-03-22,13336194.246,5076462127.123999,False,2016,3,1,2016-03,1.7,1581,0,0,0,0
2016-03-23,17610022.544,5094072149.667998,False,2016,3,2,2016-03,1.7,1580,0,1,0,0
2016-03-24,9623250.081999997,5103695399.749998,False,2016,3,3,2016-03,1.7,222,253,521,585,0
2016-03-25,376836.034,5104072235.7839985,False,2016,3,4,2016-03,1.7,0,9,52,1520,0
2016-03-26,19876643.49799998,5123948879.281999,False,2016,3,5,2016-03,1.7,1581,0,0,0,0
2016-03-27,47524.848,5123996404.129998,False,2016,3,6,2016-03,1.7,0,3,1,1577,0
2016-03-28,9415283.440000003,5133411687.569998,False,2016,3,0,2016-03,1.7,928,1,3,649,0
2016-03-29,13796756.338,5147208443.907998,False,2016,3,1,2016-03,1.7,1542,0,2,37,0
2016-03-30,12088401.247999996,5159296845.155998,False,2016,3,2,2016-03,1.7,1581,0,0,0,0
2016-03-31,12555615.334,5171852460.489998,False,2016,3,3,2016-03,1.7,1581,0,0,0,0
2016-04-01,16271302.132,5188123762.621998,False,2016,4,4,2016-04,2.0,1581,0,0,0,0
2016-04-02,20588093.286,5208711855.907998,False,2016,4,5,2016-04,2.0,1581,0,0,0,0
2016-04-03,32628.261999999988,5208744484.169998,False,2016,4,6,2016-04,2.0,0,1,0,1580,0
2016-04-04,12072665.373999998,5220817149.543998,False,2016,4,0,2016-04,2.0,1412,0,0,169,0
2016-04-05,12482093.091999993,5233299242.635998,False,2016,4,1,2016-04,2.0,1578,0,1,2,0
2016-04-06,11148020.313999996,5244447262.949998,False,2016,4,2,2016-04,2.0,1581,0,0,0,0
2016-04-07,11039100.144,5255486363.093998,False,2016,4,3,2016-04,2.0,1564,0,0,18,0
2016-04-08,14898246.097999996,5270384609.191998,False,2016,4,4,2016-04,2.0,1581,0,0,1,0
2016-04-09,18765401.503999993,5289150010.695997,False,2016,4,5,2016-04,2.0,1582,0,0,0,0
2016-04-10,29685.761999999988,5289179696.457997,False,2016,4,6,2016-04,2.0,0,1,0,1579,1
2016-04-11,12990349.682000004,5302170046.1399975,False,2016,4,0,2016-04,2.0,1576,0,0,5,1
2016-04-12,11234694.589999996,5313404740.729998,False,2016,4,1,2016-04,2.0,1581,0,0,0,1
2016-04-13,10282380.979999997,5323687121.709997,False,2016,4,2,2016-04,2.0,1562,0,0,19,1
2016-04-14,10716763.887999997,5334403885.597997,False,2016,4,3,2016-04,2.0,1580,0,0,1,1
2016-04-15,14426764.794,5348830650.391996,False,2016,4,4,2016-04,2.0,1580,0,0,1,1
2016-04-16,18518931.777999997,5367349582.169996,False,2016,4,5,2016-04,2.0,1581,0,0,0,1
2016-04-17,27017.319999999992,5367376599.489996,False,2016,4,6,2016-04,2.0,0,1,0,1579,2
2016-04-18,12227466.272,5379604065.761996,False,2016,4,0,2016-04,2.0,1579,0,0,1,2
2016-04-19,10952947.017999992,5390557012.779996,False,2016,4,1,2016-04,2.0,1579,0,0,1,2
2016-04-20,10396535.759999998,5400953548.539996,False,2016,4,2,2016-04,2.0,1580,0,0,0,2
2016-04-21,10814889.049999995,5411768437.589996,False,2016,4,3,2016-04,2.0,1580,0,0,0,2
2016-04-22,14927212.721999995,5426695650.311996,False,2016,4,4,2016-04,2.0,1575,0,0,5,2
2016-04-23,16158082.115999997,5442853732.427997,False,2016,4,5,2016-04,2.0,1465,0,1,114,2
2016-04-24,30522.725999999995,5442884255.153996,False,2016,4,6,2016-04,2.0,0,1,0,1578,3
2016-04-25,13289651.28,5456173906.433996,False,2016,4,0,2016-04,2.0,1554,0,0,25,3
2016-04-26,11781972.575999998,5467955879.009996,False,2016,4,1,2016-04,2.0,1578,0,0,2,3
2016-04-27,11188061.191999994,5479143940.201997,False,2016,4,2,2016-04,2.0,1581,0,0,0,3
2016-04-28,12039314.022,5491183254.223997,False,2016,4,3,2016-04,2.0,1576,0,0,5,3
2016-04-29,16714585.075999998,5507897839.299997,False,2016,4,4,2016-04,2.0,1571,0,0,10,3
2016-04-30,20992196.59999999,5528890035.899998,False,2016,4,5,2016-04,2.0,1581,0,0,0,3
2016-05-01,1050.5059999999994,5528891086.405997,False,2016,5,6,2016-05,1.7,0,0,0,1579,5
2016-05-02,6722805.445999995,5535613891.851997,False,2016,5,0,2016-05,1.7,818,19,26,716,5
2016-05-03,14318504.711999996,5549932396.563997,False,2016,5,1,2016-05,1.7,1535,3,4,37,5
2016-05-04,12411788.86599999,5562344185.429997,False,2016,5,2,2016-05,1.7,1575,0,3,1,5
2016-05-05,12339548.143999994,5574683733.5739975,False,2016,5,3,2016-05,1.7,1568,0,2,9,5
2016-05-06,15633705.645999998,5590317439.219997,False,2016,5,4,2016-05,1.7,1565,0,0,14,5
2016-05-07,19326664.604,5609644103.8239975,False,2016,5,5,2016-05,1.7,1577,0,2,0,5
2016-05-08,34044.18399999998,5609678148.0079975,False,2016,5,6,2016-05,1.7,0,2,0,1575,7
2016-05-09,12724648.508,5622402796.515998,False,2016,5,0,2016-05,1.7,1555,0,0,22,7
2016-05-10,11837155.022,5634239951.537998,False,2016,5,1,2016-05,1.7,1573,0,1,3,7
2016-05-11,10914148.589999996,5645154100.127998,False,2016,5,2,2016-05,1.7,1561,0,0,16,7
2016-05-12,11576396.487999998,5656730496.615998,False,2016,5,3,2016-05,1.7,1576,0,1,0,7
2016-05-13,14801647.75999999,5671532144.3759985,False,2016,5,4,2016-05,1.7,1553,0,0,24,7
2016-05-14,18104738.242,5689636882.617998,False,2016,5,5,2016-05,1.7,1573,1,3,0,7
2016-05-15,56998.32999999999,5689693880.947998,False,2016,5,6,2016-05,1.7,0,2,4,1571,7
2016-05-16,9802881.242,5699496762.189998,False,2016,5,0,2016-05,1.7,1183,1,0,393,7
2016-05-17,11795704.86,5711292467.049997,False,2016,5,1,2016-05,1.7,1513,1,0,63,7
2016-05-18,10953523.490000002,5722245990.539997,False,2016,5,2,2016-05,1.7,1577,0,0,0,7
2016-05-19,11134542.72,5733380533.259997,False,2016,5,3,2016-05,1.7,1577,0,0,1,6
2016-05-20,14463780.481999991,5747844313.741998,False,2016,5,4,2016-05,1.7,1573,0,0,6,6
2016-05-21,18006689.442,5765851003.183998,False,2016,5,5,2016-05,1.7,1579,0,0,0,6
2016-05-22,32675.488,5765883678.671998,False,2016,5,6,2016-05,1.7,0,2,0,1576,6
2016-05-23,12591045.411999991,5778474724.083998,False,2016,5,0,2016-05,1.7,1573,0,0,6,6
2016-05-24,11084450.428000003,5789559174.511998,False,2016,5,1,2016-05,1.7,1579,0,0,1,5
2016-05-25,11984291.621999994,5801543466.133998,False,2016,5,2,2016-05,1.7,1577,0,0,3,5
2016-05-26,11295266.341999993,5812838732.475998,False,2016,5,3,2016-05,1.7,1451,0,1,129,4
2016-05-27,15763677.209999992,5828602409.685998,False,2016,5,4,2016-05,1.7,1570,0,1,12,3
2016-05-28,19773131.84799999,5848375541.533998,False,2016,5,5,2016-05,1.7,1583,0,0,0,3
2016-05-29,28973.818,5848404515.351997,False,2016,5,6,2016-05,1.7,0,1,0,1582,3
2016-05-30,12844930.041999996,5861249445.393997,False,2016,5,0,2016-05,1.7,1494,2,11,76,3
2016-05-31,12354778.421999998,5873604223.815997,False,2016,5,1,2016-05,1.7,1506,0,0,78,3
2016-06-01,12808051.703999996,5886412275.519997,False,2016,6,2,2016-06,1.5,1581,0,0,3,3
2016-06-02,12886375.12399999,5899298650.643996,False,2016,6,3,2016-06,1.5,1583,0,0,1,3
2016-06-03,15942893.125999996,5915241543.769997,False,2016,6,4,2016-06,1.5,1574,0,0,10,3
2016-06-04,19874292.57200001,5935115836.341996,False,2016,6,5,2016-06,1.5,1584,0,0,0,3
2016-06-05,31422.076,5935147258.417996,False,2016,6,6,2016-06,1.5,0,2,0,1582,3
2016-06-06,13880433.012000002,5949027691.4299965,False,2016,6,0,2016-06,1.5,1581,0,0,3,3
2016-06-07,12144475.732,5961172167.161997,False,2016,6,1,2016-06,1.5,1585,0,0,0,2
2016-06-08,11573757.669999994,5972745924.831997,False,2016,6,2,2016-06,1.5,1585,0,0,0,2
2016-06-09,11269605.375999996,5984015530.207997,False,2016,6,3,2016-06,1.5,1510,0,2,73,2
2016-06-10,15843908.707999997,5999859438.9159975,False,2016,6,4,2016-06,1.5,1574,1,1,9,2
2016-06-11,18952206.813999996,6018811645.729998,False,2016,6,5,2016-06,1.5,1571,0,1,13,2
2016-06-12,28593.186,6018840238.9159975,False,2016,6,6,2016-06,1.5,0,1,0,1584,2
2016-06-13,13270153.948,6032110392.863997,False,2016,6,0,2016-06,1.5,1560,0,0,25,2
2016-06-14,11876538.324,6043986931.187998,False,2016,6,1,2016-06,1.5,1585,0,0,1,1
2016-06-15,11340892.589999996,6055327823.777998,False,2016,6,2,2016-06,1.5,1587,0,0,0,0
2016-06-16,11718070.005999995,6067045893.783998,False,2016,6,3,2016-06,1.5,1584,0,0,3,0
2016-06-17,14663522.229999997,6081709416.013997,False,2016,6,4,2016-06,1.5,1585,0,0,2,0
2016-06-18,18613375.852,6100322791.865997,False,2016,6,5,2016-06,1.5,1586,0,0,1,0
2016-06-19,38151.242,6100360943.107997,False,2016,6,6,2016-06,1.5,0,1,4,1582,0
2016-06-20,13081111.459999992,6113442054.567997,False,2016,6,0,2016-06,1.5,1578,0,0,9,0
